order_detail_id,order_id,order_date,pizza_id,quantity
293,137,2026-01-03,8,1
294,138,2026-01-03,3,1
295,138,2026-01-03,2,1
296,138,2026-01-03,10,1
297,138,2026-01-03,8,1
298,139,2026-01-03,2,1
299,140,2026-01-03,9,1
300,140,2026-01-03,10,1
301,141,2026-01-03,6,1
302,142,2026-01-03,10,1
303,143,2026-01-03,3,1
304,143,2026-01-03,6,1
305,143,2026-01-03,4,1
306,143,2026-01-03,10,2
307,143,2026-01-03,7,1
308,143,2026-01-03,9,1
309,143,2026-01-03,1,1
310,144,2026-01-03,1,6
311,144,2026-01-03,7,1
312,144,2026-01-03,3,2
313,144,2026-01-03,2,2
314,144,2026-01-03,6,1
315,144,2026-01-03,8,1
316,144,2026-01-03,10,1
317,145,2026-01-03,4,1
318,146,2026-01-03,3,1
319,146,2026-01-03,2,1
320,146,2026-01-03,4,1
321,147,2026-01-03,4,1
322,148,2026-01-03,5,1
323,149,2026-01-03,5,1
324,150,2026-01-03,7,1
325,151,2026-01-03,1,1
326,151,2026-01-03,9,1
327,152,2026-01-03,4,2
328,152,2026-01-03,5,1
329,152,2026-01-03,1,1
330,153,2026-01-03,10,1
331,154,2026-01-03,9,1
332,155,2026-01-03,3,1
333,155,2026-01-03,6,1
334,155,2026-01-03,7,1
335,155,2026-01-03,8,1
336,156,2026-01-03,6,1
337,156,2026-01-03,1,1
338,157,2026-01-03,9,1
339,157,2026-01-03,5,2
340,157,2026-01-03,8,1
341,158,2026-01-03,10,1
342,158,2026-01-03,1,1
343,159,2026-01-03,2,1
344,159,2026-01-03,1,1
345,160,2026-01-03,6,1
346,161,2026-01-03,4,2
347,161,2026-01-03,8,1
348,162,2026-01-03,7,1
349,163,2026-01-03,4,2
350,163,2026-01-03,7,1
351,164,2026-01-03,3,1
352,164,2026-01-03,7,1
353,165,2026-01-03,9,1
354,166,2026-01-03,9,1
355,167,2026-01-03,1,1
356,167,2026-01-03,9,1
357,167,2026-01-03,7,1
358,168,2026-01-03,7,1
359,168,2026-01-03,10,1
360,169,2026-01-03,2,1
361,169,2026-01-03,7,1
362,169,2026-01-03,8,1
363,170,2026-01-03,4,1
364,171,2026-01-03,6,1
365,172,2026-01-03,6,1
366,172,2026-01-03,9,1
367,172,2026-01-03,1,1
368,173,2026-01-03,3,1
369,173,2026-01-03,6,1
370,173,2026-01-03,10,1
371,174,2026-01-03,7,2
372,174,2026-01-03,3,2
373,175,2026-01-03,9,1
374,176,2026-01-03,3,1
375,176,2026-01-03,8,1
376,177,2026-01-03,6,1
377,177,2026-01-03,1,1
378,178,2026-01-03,8,1
379,179,2026-01-03,4,1
380,179,2026-01-03,8,1
381,179,2026-01-03,10,1
382,180,2026-01-03,6,1
383,180,2026-01-03,9,1
384,181,2026-01-03,10,1
385,182,2026-01-03,9,1
386,182,2026-01-03,8,1
387,183,2026-01-03,6,1
388,183,2026-01-03,5,2
389,184,2026-01-03,4,1
390,185,2026-01-03,8,1
391,185,2026-01-03,5,1
392,186,2026-01-03,10,1
393,186,2026-01-03,1,2
394,186,2026-01-03,5,1
395,187,2026-01-03,2,1
396,187,2026-01-03,5,1
397,188,2026-01-03,2,1
398,188,2026-01-03,7,1
399,188,2026-01-03,8,1
400,189,2026-01-03,7,2
401,189,2026-01-03,1,1
402,190,2026-01-03,1,1
403,190,2026-01-03,2,1
404,190,2026-01-03,6,1
405,190,2026-01-03,9,1
406,191,2026-01-03,3,2
407,192,2026-01-03,8,1
408,192,2026-01-03,1,1
409,193,2026-01-03,7,1
410,193,2026-01-03,3,3
411,194,2026-01-03,1,1
412,195,2026-01-03,1,1
413,196,2026-01-03,8,2
414,196,2026-01-03,10,1
415,197,2026-01-03,2,1
416,197,2026-01-03,7,1
417,197,2026-01-03,10,1
418,197,2026-01-03,8,1
419,198,2026-01-03,7,1
420,198,2026-01-03,3,1
421,199,2026-01-03,3,1
422,200,2026-01-03,4,1
423,201,2026-01-03,8,1
424,201,2026-01-03,3,1
425,201,2026-01-03,9,1
426,201,2026-01-03,4,1
427,202,2026-01-03,3,1
428,203,2026-01-04,3,1
429,203,2026-01-04,10,1
430,203,2026-01-04,6,1
431,203,2026-01-04,4,1
432,204,2026-01-04,8,1
433,205,2026-01-04,3,2
434,205,2026-01-04,9,1
435,206,2026-01-04,6,1
436,206,2026-01-04,7,1
437,206,2026-01-04,8,1
438,207,2026-01-04,8,1
439,208,2026-01-04,1,2
440,208,2026-01-04,3,1
441,208,2026-01-04,7,1
442,208,2026-01-04,4,1
443,209,2026-01-04,3,1
444,210,2026-01-04,5,1
445,211,2026-01-04,7,1
446,212,2026-01-04,7,1
447,213,2026-01-04,2,1
448,214,2026-01-04,7,1
449,214,2026-01-04,9,1
450,214,2026-01-04,10,1
451,214,2026-01-04,5,1
452,215,2026-01-04,10,1
453,216,2026-01-04,1,1
454,216,2026-01-04,2,1
455,216,2026-01-04,4,1
456,217,2026-01-04,6,1
457,217,2026-01-04,5,1
458,218,2026-01-04,8,1
459,219,2026-01-04,1,1
460,219,2026-01-04,2,1
461,219,2026-01-04,8,1
462,219,2026-01-04,5,1
463,220,2026-01-04,4,1
464,220,2026-01-04,7,1
465,220,2026-01-04,6,1
466,220,2026-01-04,8,1
467,221,2026-01-04,2,1
468,221,2026-01-04,9,1
469,221,2026-01-04,4,1
470,222,2026-01-04,2,1
471,222,2026-01-04,8,1
472,223,2026-01-04,6,1
473,224,2026-01-04,3,1
474,224,2026-01-04,9,1
475,224,2026-01-04,6,1
476,224,2026-01-04,1,1
477,225,2026-01-04,1,3
478,226,2026-01-04,6,1
479,227,2026-01-04,1,1
480,227,2026-01-04,4,1
481,228,2026-01-04,10,1
482,229,2026-01-04,10,1
483,229,2026-01-04,9,1
484,229,2026-01-04,5,1
485,230,2026-01-04,1,1
486,231,2026-01-04,3,1
487,231,2026-01-04,6,1
488,231,2026-01-04,9,1
489,232,2026-01-04,1,1
490,232,2026-01-04,9,1
491,233,2026-01-04,5,1
492,234,2026-01-04,3,1
493,234,2026-01-04,9,1
494,234,2026-01-04,6,1
495,235,2026-01-04,3,1
496,236,2026-01-04,6,1
497,236,2026-01-04,10,1
498,237,2026-01-04,10,1
499,238,2026-01-04,5,1
500,239,2026-01-04,9,1
501,239,2026-01-04,1,1
502,240,2026-01-04,2,1
503,241,2026-01-04,8,1
504,241,2026-01-04,9,1
505,242,2026-01-04,8,1
506,242,2026-01-04,1,1
507,242,2026-01-04,10,1
508,243,2026-01-04,6,1
509,243,2026-01-04,9,1
510,244,2026-01-04,9,1
511,244,2026-01-04,8,1
512,245,2026-01-04,1,1
513,245,2026-01-04,3,1
514,246,2026-01-04,3,1
515,246,2026-01-04,7,1
516,247,2026-01-04,4,1
517,247,2026-01-04,8,1
518,247,2026-01-04,9,1
519,248,2026-01-04,4,1
520,248,2026-01-04,1,1
521,249,2026-01-04,1,1
522,249,2026-01-04,8,1
523,250,2026-01-04,2,1
524,251,2026-01-04,10,1
525,252,2026-01-04,9,1
526,253,2026-01-04,9,1
527,254,2026-01-04,1,1
528,254,2026-01-04,9,1
529,254,2026-01-04,2,1
530,255,2026-01-05,2,1
531,255,2026-01-05,10,1
532,255,2026-01-05,4,1
533,255,2026-01-05,5,1
534,256,2026-01-05,6,1
535,257,2026-01-05,3,2
536,258,2026-01-05,6,1
537,259,2026-01-05,7,1
538,260,2026-01-05,2,1
539,260,2026-01-05,4,1
540,261,2026-01-05,9,1
541,262,2026-01-05,3,1
542,263,2026-01-05,5,1
543,264,2026-01-05,10,1
544,265,2026-01-05,3,1
545,265,2026-01-05,10,1
546,265,2026-01-05,8,2
547,266,2026-01-05,8,1
548,267,2026-01-05,2,1
549,267,2026-01-05,5,1
550,267,2026-01-05,6,1
551,268,2026-01-05,9,1
552,268,2026-01-05,7,1
553,269,2026-01-05,3,1
554,270,2026-01-05,1,2
555,270,2026-01-05,5,1
556,271,2026-01-05,7,1
557,271,2026-01-05,3,6
558,271,2026-01-05,6,1
559,271,2026-01-05,9,1
560,271,2026-01-05,8,2
561,271,2026-01-05,1,1
562,271,2026-01-05,4,1
563,272,2026-01-05,9,1
564,273,2026-01-05,8,1
565,274,2026-01-05,2,1
566,274,2026-01-05,1,1
567,275,2026-01-05,6,1
568,275,2026-01-05,2,1
569,275,2026-01-05,7,1
570,275,2026-01-05,8,1
571,276,2026-01-05,2,1
572,276,2026-01-05,8,1
573,277,2026-01-05,2,1
574,278,2026-01-05,10,1
575,278,2026-01-05,1,1
576,279,2026-01-05,3,2
577,280,2026-01-05,9,1
578,280,2026-01-05,10,1
579,281,2026-01-05,8,1
580,282,2026-01-05,6,1
581,282,2026-01-05,2,1
582,282,2026-01-05,8,1
583,282,2026-01-05,5,1
584,283,2026-01-05,6,1
585,284,2026-01-05,2,1
586,284,2026-01-05,4,1
587,284,2026-01-05,6,1
588,285,2026-01-05,9,1
589,286,2026-01-05,9,1
590,286,2026-01-05,8,1
591,287,2026-01-05,9,1
592,287,2026-01-05,6,1
593,287,2026-01-05,7,1
594,287,2026-01-05,8,1
595,288,2026-01-05,9,3
596,289,2026-01-05,2,1
597,290,2026-01-05,6,1
598,290,2026-01-05,10,1
599,291,2026-01-05,1,1
600,291,2026-01-05,3,2
601,291,2026-01-05,2,1
602,292,2026-01-05,5,2
603,293,2026-01-05,6,1
604,293,2026-01-05,10,1
605,294,2026-01-05,1,2
606,294,2026-01-05,9,1
607,295,2026-01-05,3,1
608,296,2026-01-05,10,1
609,296,2026-01-05,7,1
610,296,2026-01-05,1,1
611,297,2026-01-05,1,1
612,298,2026-01-05,3,3
613,298,2026-01-05,6,1
614,299,2026-01-05,6,1
615,299,2026-01-05,5,1
616,300,2026-01-05,7,2
617,300,2026-01-05,10,1
618,300,2026-01-05,9,1
619,301,2026-01-05,6,1
620,302,2026-01-05,8,1
621,303,2026-01-05,7,3
622,304,2026-01-05,4,1
623,304,2026-01-05,10,1
624,305,2026-01-05,7,1
625,305,2026-01-05,8,2
626,306,2026-01-05,7,1
627,306,2026-01-05,4,1
628,306,2026-01-05,6,1
629,307,2026-01-05,6,1
630,307,2026-01-05,1,1
631,308,2026-01-05,4,1
632,308,2026-01-05,6,1
633,308,2026-01-05,1,1
634,309,2026-01-06,2,1
635,309,2026-01-06,8,1
636,310,2026-01-06,4,1
637,310,2026-01-06,1,1
638,311,2026-01-06,8,1
639,312,2026-01-06,7,1
640,312,2026-01-06,9,1
641,312,2026-01-06,3,1
642,312,2026-01-06,8,1
643,313,2026-01-06,6,1
644,314,2026-01-06,8,1
645,314,2026-01-06,2,1
646,314,2026-01-06,10,2
647,314,2026-01-06,4,1
648,315,2026-01-06,6,1
649,316,2026-01-06,4,1
650,316,2026-01-06,9,1
651,317,2026-01-06,3,1
652,317,2026-01-06,6,2
653,317,2026-01-06,2,1
654,317,2026-01-06,4,1
655,317,2026-01-06,9,1
656,317,2026-01-06,5,1
657,318,2026-01-06,7,1
658,318,2026-01-06,10,1
659,318,2026-01-06,8,2
660,319,2026-01-06,9,1
661,320,2026-01-06,3,2
662,321,2026-01-06,9,1
663,322,2026-01-06,3,2
664,322,2026-01-06,6,1
665,322,2026-01-06,1,1
666,323,2026-01-06,6,1
667,324,2026-01-06,2,1
668,325,2026-01-06,6,1
669,325,2026-01-06,10,1
670,326,2026-01-06,3,1
671,326,2026-01-06,9,1
672,327,2026-01-06,6,1
673,328,2026-01-06,5,1
674,329,2026-01-06,8,1
675,329,2026-01-06,9,1
676,330,2026-01-06,7,1
677,330,2026-01-06,3,1
678,330,2026-01-06,6,3
679,330,2026-01-06,2,3
680,330,2026-01-06,4,2
681,330,2026-01-06,8,4
682,330,2026-01-06,5,1
683,331,2026-01-06,9,1
684,332,2026-01-06,8,1
685,332,2026-01-06,1,2
686,333,2026-01-06,3,1
687,334,2026-01-06,8,1
688,334,2026-01-06,7,1
689,334,2026-01-06,1,2
690,335,2026-01-06,5,1
691,336,2026-01-06,9,1
692,337,2026-01-06,4,1
693,337,2026-01-06,7,1
694,338,2026-01-06,10,1
695,338,2026-01-06,1,1
696,338,2026-01-06,4,1
697,339,2026-01-06,8,1
698,340,2026-01-06,8,1
699,341,2026-01-06,1,1
700,341,2026-01-06,7,1
701,342,2026-01-06,8,1
702,342,2026-01-06,1,1
703,343,2026-01-06,2,2
704,344,2026-01-06,7,1
705,345,2026-01-06,8,1
706,345,2026-01-06,5,1
707,346,2026-01-06,10,1
708,346,2026-01-06,4,1
709,346,2026-01-06,7,1
710,346,2026-01-06,6,1
711,347,2026-01-06,5,1
712,347,2026-01-06,1,1
713,347,2026-01-06,10,1
714,348,2026-01-06,6,1
715,348,2026-01-06,1,2
716,349,2026-01-06,7,1
717,350,2026-01-06,6,1
718,350,2026-01-06,7,2
719,350,2026-01-06,8,1
720,351,2026-01-06,7,1
721,351,2026-01-06,4,1
722,352,2026-01-06,7,2
723,353,2026-01-06,1,1
724,353,2026-01-06,3,1
725,353,2026-01-06,9,1
726,354,2026-01-06,10,2
727,355,2026-01-06,3,1
728,355,2026-01-06,9,1
729,356,2026-01-06,3,1
730,357,2026-01-06,3,1
731,357,2026-01-06,1,1
732,357,2026-01-06,5,1
733,358,2026-01-06,9,1
734,359,2026-01-06,10,1
735,359,2026-01-06,1,1
736,360,2026-01-06,1,1
737,360,2026-01-06,10,1
738,360,2026-01-06,4,1
739,361,2026-01-06,7,3
740,362,2026-01-06,1,1
741,362,2026-01-06,10,1
742,363,2026-01-06,5,1
743,363,2026-01-06,10,1
744,364,2026-01-06,9,1
745,364,2026-01-06,4,1
746,365,2026-01-06,2,1
747,365,2026-01-06,5,1
748,365,2026-01-06,7,1
749,366,2026-01-06,7,1
750,367,2026-01-06,4,1
751,367,2026-01-06,5,1
752,368,2026-01-06,5,1
753,368,2026-01-06,1,1
754,369,2026-01-06,5,1
755,370,2026-01-06,2,1
756,370,2026-01-06,4,1
757,371,2026-01-06,7,1
758,372,2026-01-06,5,1
759,373,2026-01-07,3,1
760,373,2026-01-07,6,1
761,373,2026-01-07,8,1
762,374,2026-01-07,7,1
763,374,2026-01-07,3,1
764,374,2026-01-07,8,1
765,375,2026-01-07,10,1
766,376,2026-01-07,4,1
767,376,2026-01-07,10,1
768,377,2026-01-07,4,1
769,377,2026-01-07,1,1
770,378,2026-01-07,10,1
771,379,2026-01-07,1,1
772,380,2026-01-07,8,1
773,380,2026-01-07,3,1
774,381,2026-01-07,1,1
775,382,2026-01-07,1,1
776,382,2026-01-07,10,1
777,383,2026-01-07,8,1
778,384,2026-01-07,4,2
779,384,2026-01-07,7,1
780,384,2026-01-07,5,1
781,385,2026-01-07,10,1
782,386,2026-01-07,10,1
783,386,2026-01-07,8,1
784,386,2026-01-07,1,1
785,387,2026-01-07,1,1
786,387,2026-01-07,7,2
787,387,2026-01-07,3,1
788,387,2026-01-07,2,1
789,387,2026-01-07,8,1
790,387,2026-01-07,5,1
791,388,2026-01-07,1,1
792,388,2026-01-07,3,1
793,388,2026-01-07,5,1
794,388,2026-01-07,10,1
795,389,2026-01-07,5,1
796,390,2026-01-07,6,1
797,391,2026-01-07,4,1
798,392,2026-01-07,7,3
799,392,2026-01-07,8,4
800,392,2026-01-07,3,1
801,392,2026-01-07,9,1
802,393,2026-01-07,10,1
803,393,2026-01-07,4,1
804,394,2026-01-07,7,5
805,394,2026-01-07,3,1
806,394,2026-01-07,4,2
807,394,2026-01-07,6,1
808,394,2026-01-07,8,2
809,394,2026-01-07,5,1
810,394,2026-01-07,1,1
811,394,2026-01-07,10,1
812,395,2026-01-07,6,1
813,396,2026-01-07,5,1
814,397,2026-01-07,2,2
815,397,2026-01-07,4,1
816,397,2026-01-07,7,1
817,398,2026-01-07,7,1
818,399,2026-01-07,1,1
819,399,2026-01-07,3,1
820,399,2026-01-07,2,1
821,399,2026-01-07,4,1
822,400,2026-01-07,7,1
823,400,2026-01-07,1,1
824,401,2026-01-07,10,1
825,402,2026-01-07,2,1
826,402,2026-01-07,9,1
827,403,2026-01-07,1,1
828,403,2026-01-07,6,1
829,403,2026-01-07,9,1
830,404,2026-01-07,3,1
831,405,2026-01-07,8,1
832,406,2026-01-07,3,1
833,406,2026-01-07,6,1
834,406,2026-01-07,10,1
835,407,2026-01-07,3,1
836,407,2026-01-07,6,1
837,407,2026-01-07,7,1
838,408,2026-01-07,9,1
839,408,2026-01-07,8,1
840,409,2026-01-07,7,1
841,410,2026-01-07,7,2
842,410,2026-01-07,5,1
843,410,2026-01-07,4,1
844,411,2026-01-07,9,1
845,411,2026-01-07,1,1
846,412,2026-01-07,9,2
847,413,2026-01-07,4,1
848,414,2026-01-07,6,1
849,414,2026-01-07,2,1
850,414,2026-01-07,9,1
851,415,2026-01-07,3,1
852,416,2026-01-07,5,1
853,417,2026-01-07,7,1
854,418,2026-01-07,3,1
855,418,2026-01-07,8,1
856,419,2026-01-07,1,1
857,419,2026-01-07,4,1
858,419,2026-01-07,10,2
859,420,2026-01-07,2,1
860,420,2026-01-07,6,1
861,421,2026-01-07,1,1
862,421,2026-01-07,8,1
863,421,2026-01-07,3,1
864,422,2026-01-07,2,1
865,422,2026-01-07,9,1
866,422,2026-01-07,5,1
867,423,2026-01-07,9,1
868,423,2026-01-07,8,1
869,424,2026-01-07,7,1
870,425,2026-01-07,8,1
871,426,2026-01-07,6,1
872,426,2026-01-07,8,2
873,427,2026-01-07,5,1
874,428,2026-01-07,8,1
875,428,2026-01-07,7,1
876,429,2026-01-07,8,1
877,430,2026-01-07,10,1
878,430,2026-01-07,8,1
879,431,2026-01-08,7,1
880,431,2026-01-08,3,1
881,431,2026-01-08,2,1
882,431,2026-01-08,4,1
883,432,2026-01-08,7,1
884,432,2026-01-08,1,1
885,432,2026-01-08,10,1
886,433,2026-01-08,8,1
887,434,2026-01-08,6,1
888,434,2026-01-08,8,1
889,434,2026-01-08,10,1
890,435,2026-01-08,6,2
891,435,2026-01-08,9,1
892,436,2026-01-08,6,2
893,436,2026-01-08,9,1
894,436,2026-01-08,8,1
895,437,2026-01-08,1,1
896,438,2026-01-08,10,1
897,439,2026-01-08,3,1
898,439,2026-01-08,7,1
899,439,2026-01-08,4,1
900,440,2026-01-08,8,2
901,440,2026-01-08,3,1
902,440,2026-01-08,2,3
903,440,2026-01-08,10,4
904,440,2026-01-08,4,1
905,440,2026-01-08,7,1
906,440,2026-01-08,5,1
907,440,2026-01-08,1,1
908,441,2026-01-08,8,1
909,441,2026-01-08,1,1
910,442,2026-01-08,8,1
911,443,2026-01-08,7,3
912,443,2026-01-08,3,2
913,443,2026-01-08,2,1
914,443,2026-01-08,10,2
915,443,2026-01-08,8,4
916,443,2026-01-08,1,2
917,443,2026-01-08,9,1
918,444,2026-01-08,2,1
919,445,2026-01-08,4,1
920,446,2026-01-08,7,1
921,446,2026-01-08,10,1
922,446,2026-01-08,8,1
923,447,2026-01-08,2,1
924,448,2026-01-08,4,1
925,448,2026-01-08,6,1
926,448,2026-01-08,8,1
927,449,2026-01-08,1,1
928,450,2026-01-08,7,1
929,451,2026-01-08,2,1
930,451,2026-01-08,7,1
